"","group","date","id","behav_code","domain","date2","year","domain_index","behavior_index","others","YEARmatch","group_index","mono_index","age","logage","logage.c","groupsize.c","ranklo","rankhi","male","sociality.s","groupsize","age.c"
"113","FF","5/12/10 15:19","HE","STICK_TOOTHPICK","self-directed","2010-05-12",2010,3,101,0,2010,3,38,19,2.94443897916644,0.946523331968565,-10.3690932311622,0,1,1,-1.98013815589654,-10.3690932311622,10.595041322314
"114","AA","7/2/08 11:03","KY","TOOTH_BRANCHSCRAPE","self-directed","2008-07-02",2008,3,117,0,2008,1,50,5,1.6094379124341,-0.388477734763775,1.6309067688378,0,0,0,-0.783625470484382,1.6309067688378,-3.40495867768595
"115","RR","4/15/08 13:33","DR","TOOTH_BRANCHSCRAPE","self-directed","2008-04-15",2008,3,117,0,2008,8,22,6,1.79175946922805,-0.20615617796982,-3.3690932311622,0,0,0,-0.290943776491139,-3.3690932311622,-2.40495867768595
"116","SP","11/18/10 11:19","KF","TOOTH_BRANCHSCRAPE","self-directed","2010-11-18",2010,3,117,0,2010,9,46,2,0.693147180559945,-1.30476846663793,8.6309067688378,1,0,0,1.44751877231359,8.6309067688378,-6.40495867768595
"117","RR","1/16/07 08:23","SR","TWIG_TRIM","self-directed","2007-01-16",2007,3,124,1,2007,8,100,5,1.6094379124341,-0.388477734763775,6.6309067688378,0,0,1,0.595883272696699,6.6309067688378,-3.40495867768595
"118","FL","7/24/07 07:35","NP","AGG_CIRCLE_JUMP","social","2007-07-24",2007,4,1,0,2007,4,76,16,2.77258872223978,0.774673075041906,-6.3690932311622,0,1,1,-1.17073251576479,-6.3690932311622,7.59504132231405
"119","NM","3/21/10 12:41","BJ","BOUNCE_DOUBLEHANDHIT_MONKEY","social","2010-03-21",2010,4,3,0,2010,6,7,6,1.79175946922805,-0.20615617796982,-5.3690932311622,0,1,1,-0.354288565718841,-5.3690932311622,-2.40495867768595
"120","NM","3/21/10 12:41","PY","BOUNCE_DOUBLEHANDHIT_MONKEY","social","2010-03-21",2010,4,3,0,2010,6,86,8,2.07944154167984,0.0815258944819603,-5.3690932311622,0,0,0,-0.9666215282533,-5.3690932311622,-0.404958677685951
"121","RR","1/5/08 12:52","SK","BOUNCE_DOUBLEHANDHIT_MONKEY","social","2008-01-05",2008,4,3,0,2008,8,98,11,2.39789527279837,0.399979625600495,7.6309067688378,0,1,1,-0.656935892028976,7.6309067688378,2.59504132231405
"122","RR","1/5/08 12:52","GE","BOUNCE_DOUBLEHANDHIT_MONKEY","social","2008-01-05",2008,4,3,0,2008,8,33,11,2.39789527279837,0.399979625600495,7.6309067688378,0,1,0,1.03929679729062,7.6309067688378,2.59504132231405
"123","NM","3/21/11 11:05","OC","CALMING","social","2011-03-21",2011,4,5,0,2011,6,77,17,2.83321334405622,0.835297696858341,-2.3690932311622,0,1,1,0.166546367931158,-2.3690932311622,8.59504132231405
"124","NM","3/21/11 11:05","LH","CALMING","social","2011-03-21",2011,4,5,0,2011,6,53,3,1.09861228866811,-0.899303358529766,3.6309067688378,1,0,1,0.947798768406159,3.6309067688378,-5.40495867768595
"125","FF","4/8/10 09:49","KD","CARTWHEEL_FACESLAP_FACEKICK","social","2010-04-08",2010,4,6,0,2010,3,45,3,1.09861228866811,-0.899303358529766,-3.3690932311622,1,0,1,0.462155384327104,-3.3690932311622,-5.40495867768595
"126","CU","2/14/09 11:11","PE","DENTAL_EXAM","social","2009-02-14",2009,4,8,1,2009,2,82,2,0.693147180559945,-1.30476846663793,-19.3690932311622,1,0,1,0.912607218835213,-19.3690932311622,-6.40495867768595
"127","CU","2/14/09 11:11","PW","DENTAL_EXAM","social","2009-02-14",2009,4,8,1,2009,2,84,17,2.83321334405622,0.835297696858341,-19.3690932311622,0,1,1,-1.12850265627965,-19.3690932311622,8.59504132231405
"128","MK","11/28/08 10:53","DY","DENTAL_EXAM","social","2008-11-28",2008,4,8,1,2008,5,25,4,1.38629436111989,-0.611621286077985,-9.3690932311622,1,0,1,1.10264158651832,-9.3690932311622,-4.40495867768595
"129","MK","11/28/08 10:53","UK","DENTAL_EXAM","social","2008-11-28",2008,4,8,1,2008,5,113,5,1.6094379124341,-0.388477734763775,-9.3690932311622,0,0,1,1.03929679729062,-9.3690932311622,-3.40495867768595
"130","NM","3/17/11 12:46","NAO","DENTAL_EXAM","social","2011-03-17",2011,4,8,1,2011,6,73,5,1.6094379124341,-0.388477734763775,3.6309067688378,0,0,0,0.258044396815618,3.6309067688378,-3.40495867768595
"131","NM","3/17/11 12:46","TP","DENTAL_EXAM","social","2011-03-17",2011,4,8,1,2011,6,109,9,2.19722457733622,0.199308930138344,3.6309067688378,0,1,1,0.0398567894757533,3.6309067688378,0.595041322314049
"132","RF","5/17/08 12:20","PX","DENTAL_EXAM","social","2008-05-17",2008,4,8,1,2008,7,85,2,0.693147180559945,-1.30476846663793,-8.3690932311622,1,0,1,1.34898243351494,-8.3690932311622,-6.40495867768595
"133","RF","5/17/08 12:20","TW","DENTAL_EXAM","social","2008-05-17",2008,4,8,1,2008,7,111,8,2.07944154167984,0.0815258944819603,-8.3690932311622,0,0,1,-0.262790536834381,-8.3690932311622,-0.404958677685951
"134","SP","4/10/10 16:28","KG","DENTAL_EXAM","social","2010-04-10",2010,4,8,1,2010,9,47,5,1.6094379124341,-0.388477734763775,8.6309067688378,0,0,1,-0.283905466576949,8.6309067688378,-3.40495867768595
"135","SP","4/10/10 16:28","LZ","DENTAL_EXAM","social","2010-04-10",2010,4,8,1,2010,9,59,5,1.6094379124341,-0.388477734763775,8.6309067688378,0,0,1,0.0257801696473748,8.6309067688378,-3.40495867768595
"136","RF","5/17/09 17:32","RE","DIVE_VINETANGLE","social","2009-05-17",2009,4,9,1,2009,7,90,2,0.693147180559945,-1.30476846663793,-6.3690932311622,1,0,1,1.86277905725075,-6.3690932311622,-6.40495867768595
"137","RF","5/17/09 17:32","PX","DIVE_VINETANGLE","social","2009-05-17",2009,4,9,1,2009,7,85,3,1.09861228866811,-0.899303358529766,-6.3690932311622,1,0,1,0.736649470980483,-6.3690932311622,-5.40495867768595
"138","RF","5/17/09 17:32","AO","DIVE_VINETANGLE","social","2009-05-17",2009,4,9,1,2009,7,2,9,2.19722457733622,0.199308930138344,-6.3690932311622,0,1,1,-0.973659838167489,-6.3690932311622,0.595041322314049
"139","RR","3/25/09 13:08","BE","DRUMROLL","social","2009-03-25",2009,4,11,0,2009,8,5,18,2.89037175789616,0.892456110698289,7.6309067688378,0,0,1,-1.65637589984384,7.6309067688378,9.59504132231405
"140","RR","3/25/09 13:08","TK","DRUMROLL","social","2009-03-25",2009,4,11,0,2009,8,107,19,2.94443897916644,0.946523331968565,7.6309067688378,0,0,1,-1.33261364379114,7.6309067688378,10.595041322314
"141","RR","2/22/09 07:10","YA","EAT EARWAX","social","2009-02-22",2009,4,12,0,2009,8,120,9,2.19722457733622,0.199308930138344,7.6309067688378,0,1,1,-0.586552792887084,7.6309067688378,0.595041322314049
"142","RR","2/22/09 07:10","TK","EAT EARWAX","social","2009-02-22",2009,4,12,0,2009,8,107,19,2.94443897916644,0.946523331968565,7.6309067688378,0,0,1,-1.33261364379114,7.6309067688378,10.595041322314
"143","SP","4/12/09 09:11","FA","EYEPOKE","social","2009-04-12",2009,4,13,1,2009,9,30,9,2.19722457733622,0.199308930138344,-0.369093231162196,0,1,0,-0.755472230827624,-0.369093231162196,0.595041322314049
"144","SP","4/12/09 09:11","YH","EYEPOKE","social","2009-04-12",2009,4,13,1,2009,9,122,6,1.79175946922805,-0.20615617796982,-0.369093231162196,0,0,1,1.20821623523116,-0.369093231162196,-2.40495867768595
"145","FL","2/20/07 15:44","QJ","FACE_LICK","social","2007-02-20",2007,4,14,0,2007,4,87,12,2.484906649788,0.486991002590125,-6.3690932311622,0,1,1,-0.804740400226949,-6.3690932311622,3.59504132231405
"146","FL","2/20/07 15:44","TU","FACE_LICK","social","2007-02-20",2007,4,14,0,2007,4,110,7,1.94591014905531,-0.0520054981425622,-6.3690932311622,0,0,1,-0.502093073916814,-6.3690932311622,-1.40495867768595
"147","NM","5/2/11 11:28","NH","FIM_GAME","social","2011-05-02",2011,4,15,1,2011,6,75,6,1.79175946922805,-0.20615617796982,3.6309067688378,1,0,1,0.384733975271023,3.6309067688378,-2.40495867768595
"148","NM","5/2/11 11:28","LH","FIM_GAME","social","2011-05-02",2011,4,15,1,2011,6,53,3,1.09861228866811,-0.899303358529766,3.6309067688378,1,0,1,0.947798768406159,3.6309067688378,-5.40495867768595
"149","RF","4/17/08 17:11","OT","FIM_GAME","social","2008-04-17",2008,4,15,0,2008,7,79,3,1.09861228866811,-0.899303358529766,-8.3690932311622,1,0,0,0.525500173554807,-8.3690932311622,-5.40495867768595
"150","RF","4/17/08 17:11","KT","FIM_GAME","social","2008-04-17",2008,4,15,0,2008,7,49,5,1.6094379124341,-0.388477734763775,-8.3690932311622,0,0,0,0.15246974810278,-8.3690932311622,-3.40495867768595
"151","RR","2/11/08 09:07","YA","FIM_GAME","social","2008-02-11",2008,4,15,1,2008,8,120,8,2.07944154167984,0.0815258944819603,7.6309067688378,0,0,1,-0.305020396319517,7.6309067688378,-0.404958677685951
"152","RR","2/11/08 09:07","SR","FIM_GAME","social","2008-02-11",2008,4,15,1,2008,8,100,6,1.79175946922805,-0.20615617796982,7.6309067688378,0,0,1,0.609959892525077,7.6309067688378,-2.40495867768595
"155","NM","2/21/11 12:59","LL","FOOT BRANCH SHAKE","social","2011-02-21",2011,4,19,0,2011,6,54,25,3.2188758248682,1.22096017767033,3.6309067688378,0,1,0,0.560691723125753,3.6309067688378,16.595041322314
"156","FF","6/16/08 10:19","DN","FOOT_GRAB_TAIL_SEX_DEMAND","social","2008-06-16",2008,4,20,0,2008,3,21,24,3.17805383034795,1.18013818315007,-3.3690932311622,0,1,0,0.476232004155483,-3.3690932311622,15.595041322314
"157","FF","6/16/08 10:19","CD","FOOT_GRAB_TAIL_SEX_DEMAND","social","2008-06-16",2008,4,20,0,2008,3,10,7,1.94591014905531,-0.0520054981425622,-3.3690932311622,0,0,0,0.441040454584537,-3.3690932311622,-1.40495867768595
"158","RR","9/4/07 09:14","RU","HAIRGAME","social","2007-09-04",2007,4,25,1,2007,8,95,7,1.94591014905531,-0.0520054981425622,6.6309067688378,0,0,1,0.215814537330483,6.6309067688378,-1.40495867768595
"159","RR","9/4/07 09:14","WM","HAIRGAME","social","2007-09-04",2007,4,25,1,2007,8,116,6,1.79175946922805,-0.20615617796982,6.6309067688378,0,0,1,0.609959892525077,6.6309067688378,-2.40495867768595
"160","RR","5/5/10 08:15","MB","HAND_PULL","social","2010-05-05",2010,4,26,0,2010,8,61,10,2.30258509299405,0.304669445796171,10.6309067688378,0,1,0,0.426963834756159,10.6309067688378,1.59504132231405
"161","RR","5/5/10 08:15","JH","HAND_PULL","social","2010-05-05",2010,4,26,0,2010,8,42,2,0.693147180559945,-1.30476846663793,10.6309067688378,1,0,1,2.43288216030008,10.6309067688378,-6.40495867768595
"162","FF","12/3/09 12:36","CN","HANDBITE_HUG","social","2009-12-03",2009,4,27,0,2009,3,13,30,3.40119738166216,1.40328173446428,-4.3690932311622,0,1,1,-0.959583218339111,-4.3690932311622,21.595041322314
"163","FF","12/3/09 12:36","OD","HANDBITE_HUG","social","2009-12-03",2009,4,27,0,2009,3,78,14,2.63905732961526,0.641141682417383,-4.3690932311622,0,1,1,0.0820866489608885,-4.3690932311622,5.59504132231405
"164","CU","2/19/11 11:20","CS","HANDSNIFF","social","2011-02-19",2011,4,28,0,2011,2,14,12,2.484906649788,0.486991002590125,-13.3690932311622,0,1,0,0.638113132181834,-13.3690932311622,3.59504132231405
"165","CU","2/19/11 11:20","CH","HANDSNIFF","social","2011-02-19",2011,4,28,0,2011,2,11,10,2.30258509299405,0.304669445796171,-13.3690932311622,0,0,0,0.0820866489608885,-13.3690932311622,1.59504132231405
"166","MK","12/2/08 11:43","OC","HANDSNIFF","social","2008-12-02",2008,4,28,0,2008,5,77,14,2.63905732961526,0.641141682417383,-9.3690932311622,0,1,1,-0.973659838167489,-9.3690932311622,5.59504132231405
"167","MK","12/2/08 11:43","WW","HANDSNIFF","social","2008-12-02",2008,4,28,0,2008,5,118,18,2.89037175789616,0.892456110698289,-9.3690932311622,0,0,0,0.532538483468996,-9.3690932311622,9.59504132231405
"168","NM","1/21/11 09:46","LL","HANDSNIFF","social","2011-01-21",2011,4,28,0,2011,6,54,25,3.2188758248682,1.22096017767033,3.6309067688378,0,1,0,0.560691723125753,3.6309067688378,16.595041322314
"169","NM","1/21/11 09:46","GL","HANDSNIFF","social","2011-01-21",2011,4,28,0,2011,6,35,12,2.484906649788,0.486991002590125,3.6309067688378,0,0,0,0.314350876129131,3.6309067688378,3.59504132231405
"170","SP","4/12/09 09:11","FA","HANDSNIFF","social","2009-04-12",2009,4,28,1,2009,9,30,9,2.19722457733622,0.199308930138344,-0.369093231162196,0,1,0,-0.755472230827624,-0.369093231162196,0.595041322314049
"171","SP","4/12/09 09:11","YH","HANDSNIFF","social","2009-04-12",2009,4,28,1,2009,9,122,6,1.79175946922805,-0.20615617796982,-0.369093231162196,0,0,1,1.20821623523116,-0.369093231162196,-2.40495867768595
"172","FL","2/20/07 12:04","MI","HANDSNIFF_HANDRUB","social","2007-02-20",2007,4,29,0,2007,4,63,11,2.39789527279837,0.399979625600495,-6.3690932311622,0,1,0,-0.157215888121544,-6.3690932311622,2.59504132231405
"173","FL","2/20/07 12:04","ME","HANDSNIFF_HANDRUB","social","2007-02-20",2007,4,29,0,2007,4,62,9,2.19722457733622,0.199308930138344,-6.3690932311622,0,0,0,0.15246974810278,-6.3690932311622,0.595041322314049
"174","RF","7/12/11 09:03","PX","HEAD BUMPING","social","2011-07-12",2011,4,31,0,2011,7,85,5,1.6094379124341,-0.388477734763775,-1.3690932311622,0,0,1,0.778879330465618,-1.3690932311622,-3.40495867768595
"175","RF","7/12/11 09:03","RE","HEAD BUMPING","social","2011-07-12",2011,4,31,0,2011,7,90,4,1.38629436111989,-0.611621286077985,-1.3690932311622,0,0,1,0.609959892525077,-1.3690932311622,-4.40495867768595
"176","NM","11/2/11 13:01","UK","HOLD_MOUTH","social","2011-11-02",2011,4,35,0,2011,6,113,8,2.07944154167984,0.0815258944819603,3.6309067688378,0,1,1,0.194699607587916,3.6309067688378,-0.404958677685951
"177","NM","11/2/11 13:01","ER","HOLD_MOUTH","social","2011-11-02",2011,4,35,0,2011,6,29,3,1.09861228866811,-0.899303358529766,3.6309067688378,1,0,1,1.19413961540278,3.6309067688378,-5.40495867768595
"178","RR","4/15/10 08:16","MO","HUG_BEHIND_COVER_FACE_FIM","social","2010-04-15",2010,4,37,0,2010,8,66,19,2.94443897916644,0.946523331968565,10.6309067688378,0,1,1,0.405848905013591,10.6309067688378,10.595041322314
"179","RR","4/15/10 08:16","MA","HUG_BEHIND_COVER_FACE_FIM","social","2010-04-15",2010,4,37,0,2010,8,60,33,3.49650756146648,1.4985919142686,10.6309067688378,0,1,0,0.321389186043321,10.6309067688378,24.595041322314
"180","RR","5/12/09 10:30","SR","HUG_DRAG_FROM_BEHIND","social","2009-05-12",2009,4,38,0,2009,8,100,7,1.94591014905531,-0.0520054981425622,7.6309067688378,0,0,1,0.532538483468996,7.6309067688378,-1.40495867768595
"181","RR","5/12/09 10:30","RT","HUG_DRAG_FROM_BEHIND","social","2009-05-12",2009,4,38,0,2009,8,94,6,1.79175946922805,-0.20615617796982,7.6309067688378,1,0,0,-0.727318991170868,7.6309067688378,-2.40495867768595
"182","AA","4/5/09 12:35","KY","INFANT_RETRIEVE_GAME","social","2009-04-05",2009,4,39,0,2009,1,50,6,1.79175946922805,-0.20615617796982,3.6309067688378,0,0,0,-1.08627279679452,3.6309067688378,-2.40495867768595
"183","AA","4/5/09 12:35","VM","INFANT_RETRIEVE_GAME","social","2009-04-05",2009,4,39,0,2009,1,114,2,0.693147180559945,-1.30476846663793,3.6309067688378,1,0,0,2.095043284419,3.6309067688378,-6.40495867768595
"185","RF","11/13/09 08:46","KT","INFANT_RIDE_FAKEOUT","social","2009-11-13",2009,4,40,0,2009,7,49,6,1.79175946922805,-0.20615617796982,-6.3690932311622,0,0,0,0.0609717192183207,-6.3690932311622,-2.40495867768595
"186","SP","11/4/11 14:48","GB","LICK_HEAD","social","2011-11-04",2011,4,44,0,2011,9,32,11,2.39789527279837,0.399979625600495,4.6309067688378,0,1,1,-1.08627279679452,4.6309067688378,2.59504132231405
"187","SP","11/4/11 14:48","GU","LICK_HEAD","social","2011-11-04",2011,4,44,0,2011,9,37,10,2.30258509299405,0.304669445796171,4.6309067688378,0,1,1,-0.875123499368841,4.6309067688378,1.59504132231405
"188","NM","3/21/11 08:34","MJ","MASTURBATE_SOCIAL_PARTNER TAIL","social","2011-03-21",2011,4,45,0,2011,6,64,9,2.19722457733622,0.199308930138344,3.6309067688378,0,0,0,-0.36132687563303,3.6309067688378,0.595041322314049
"189","RF","3/23/08 09:59","RH","MASTURBATE_SOCIAL_PARTNER TAIL","social","2008-03-23",2008,4,45,1,2008,7,92,6,1.79175946922805,-0.20615617796982,-8.3690932311622,0,0,0,-0.959583218339111,-8.3690932311622,-2.40495867768595
"190","FL","6/21/11 07:38","EI","NURSE INVITE","social","2011-06-21",2011,4,52,0,2011,4,27,8,2.07944154167984,0.0815258944819603,-6.3690932311622,0,0,0,-1.37484350327627,-6.3690932311622,-0.404958677685951
"192","FF","2/7/09 12:28","TH","NURSE_PREVENT_ARM_SQUEEZE","social","2009-02-07",2009,4,53,0,2009,3,106,7,1.94591014905531,-0.0520054981425622,-4.3690932311622,0,0,0,-1.40299674293303,-4.3690932311622,-1.40495867768595
"194","AA","8/5/08 08:16","DD","PARTNER_BODY_DISPLAYTOOL_BITE","social","2008-08-05",2008,4,77,0,2008,1,16,22,3.09104245335832,1.09312680616044,1.6309067688378,0,1,0,0.448078764498726,1.6309067688378,13.595041322314
"195","NM","1/3/11 10:51","LL","PARTNER_BODY_DISPLAYTOOL_BITE","social","2011-01-03",2011,4,77,0,2011,6,54,25,3.2188758248682,1.22096017767033,3.6309067688378,0,1,0,0.560691723125753,3.6309067688378,16.595041322314
"196","NM","1/21/11 07:50","LL","PARTNER_BODY_DISPLAYTOOL_SHAKE","social","2011-01-21",2011,4,78,0,2011,6,54,25,3.2188758248682,1.22096017767033,3.6309067688378,0,1,0,0.560691723125753,3.6309067688378,16.595041322314
"197","RR","3/25/09 13:08","BE","RUB_ARM","social","2009-03-25",2009,4,93,0,2009,8,5,18,2.89037175789616,0.892456110698289,7.6309067688378,0,0,1,-1.65637589984384,7.6309067688378,9.59504132231405
"198","RR","3/25/09 13:08","TK","RUB_ARM","social","2009-03-25",2009,4,93,0,2009,8,107,19,2.94443897916644,0.946523331968565,7.6309067688378,0,0,1,-1.33261364379114,7.6309067688378,10.595041322314
"199","RR","1/21/11 13:16","BE","SCRATCH_USING_PARTNER_HAND","social","2011-01-21",2011,4,94,0,2011,8,5,20,2.99573227355399,0.997816626356115,2.6309067688378,0,1,1,-1.07219617696614,2.6309067688378,11.595041322314
"200","RR","1/21/11 13:16","YC","SCRATCH_USING_PARTNER_HAND","social","2011-01-21",2011,4,94,0,2011,8,121,8,2.07944154167984,0.0815258944819603,2.6309067688378,0,1,1,0.384733975271023,2.6309067688378,-0.404958677685951
"201","RR","4/15/10 08:16","MO","SELF_TAILSUCK_SOCIAL","social","2010-04-15",2010,4,96,0,2010,8,66,19,2.94443897916644,0.946523331968565,10.6309067688378,0,1,1,0.405848905013591,10.6309067688378,10.595041322314
"202","RR","4/15/10 08:16","MA","SELF_TAILSUCK_SOCIAL","social","2010-04-15",2010,4,96,0,2010,8,60,33,3.49650756146648,1.4985919142686,10.6309067688378,0,1,0,0.321389186043321,10.6309067688378,24.595041322314
"203","RR","5/13/09 10:02","GT","SHARE_FOOD","social","2009-05-13",2009,4,97,0,2009,8,36,6,1.79175946922805,-0.20615617796982,7.6309067688378,0,0,1,0.680342991666969,7.6309067688378,-2.40495867768595
"204","RR","5/13/09 10:02","SK","SHARE_FOOD","social","2009-05-13",2009,4,97,0,2009,8,98,12,2.484906649788,0.486991002590125,7.6309067688378,0,1,1,-0.769548850656003,7.6309067688378,3.59504132231405
"205","RR","8/6/09 11:31","BE","SLOBBER_SPINE","social","2009-08-06",2009,4,99,0,2009,8,5,18,2.89037175789616,0.892456110698289,7.6309067688378,0,0,1,-1.65637589984384,7.6309067688378,9.59504132231405
"206","RR","8/6/09 11:31","TK","SLOBBER_SPINE","social","2009-08-06",2009,4,99,0,2009,8,107,19,2.94443897916644,0.946523331968565,7.6309067688378,0,0,1,-1.33261364379114,7.6309067688378,10.595041322314
"207","CU","11/6/11 11:09","RW","SUCK_BODY_PART","social","2011-11-06",2011,4,102,1,2011,2,96,3,1.09861228866811,-0.899303358529766,-13.3690932311622,1,0,0,0.891492289092644,-13.3690932311622,-5.40495867768595
"208","MK","11/18/11 09:56","LH","SUCK_BODY_PART","social","2011-11-18",2011,4,102,0,2011,5,53,3,1.09861228866811,-0.899303358529766,3.6309067688378,1,0,1,0.947798768406159,3.6309067688378,-5.40495867768595
"209","MK","11/18/11 09:56","HN","SUCK_BODY_PART","social","2011-11-18",2011,4,102,0,2011,5,40,2,0.693147180559945,-1.30476846663793,-2.3690932311622,1,0,0,1.37009736325751,-2.3690932311622,-6.40495867768595
"210","NM","2/15/11 11:59","GL","SUCK_BODY_PART","social","2011-02-15",2011,4,102,1,2011,6,35,12,2.484906649788,0.486991002590125,3.6309067688378,0,0,0,0.314350876129131,3.6309067688378,3.59504132231405
"211","NM","2/15/11 11:59","LL","SUCK_BODY_PART","social","2011-02-15",2011,4,102,1,2011,6,54,25,3.2188758248682,1.22096017767033,3.6309067688378,0,1,0,0.560691723125753,3.6309067688378,16.595041322314
"212","SP","9/4/09 11:42","TX","SUCK_BODY_PART","social","2009-09-04",2009,4,102,1,2009,9,112,10,2.30258509299405,0.304669445796171,-0.369093231162196,0,0,0,-0.71324237134249,-0.369093231162196,1.59504132231405
"213","SP","9/4/09 11:42","KK","SUCK_BODY_PART","social","2009-09-04",2009,4,102,1,2009,9,48,32,3.46573590279973,1.46782025560185,-0.369093231162196,0,1,0,0.0117035498189967,-0.369093231162196,23.595041322314
"215","FF","3/18/11 08:05","AV","SWING HEAD WHACK","social","2011-03-18",2011,4,103,0,2011,3,4,2,0.693147180559945,-1.30476846663793,-2.3690932311622,1,0,1,1.72201285896697,-2.3690932311622,-6.40495867768595
"216","FF","3/18/11 08:05","OD","SWING HEAD WHACK","social","2011-03-18",2011,4,103,0,2011,3,78,16,2.77258872223978,0.774673075041906,-2.3690932311622,0,1,1,0.293235946386564,-2.3690932311622,7.59504132231405
"217","RR","6/7/11 13:41","BE","TAIL NIPS","social","2011-06-07",2011,4,105,0,2011,8,5,20,2.99573227355399,0.997816626356115,2.6309067688378,0,1,1,-1.07219617696614,2.6309067688378,11.595041322314
"218","RR","6/7/11 13:41","TK","TAIL NIPS","social","2011-06-07",2011,4,105,0,2011,8,107,21,3.04452243772342,1.04660679052555,2.6309067688378,0,1,1,-1.550801251131,2.6309067688378,12.595041322314
"219","MK","3/23/10 14:33","BK","TAIL-MOUTH-SPIN","social","2010-03-23",2010,4,106,0,2010,5,8,19,2.94443897916644,0.946523331968565,-7.3690932311622,0,1,1,0.666266371838591,-7.3690932311622,10.595041322314
"220","FF","4/8/10 14:18","OD","TAILCHEW_FACEKICK","social","2010-04-08",2010,4,108,0,2010,3,78,15,2.70805020110221,0.710134553904335,-3.3690932311622,0,1,1,-0.748433920913436,-3.3690932311622,6.59504132231405
"221","FF","4/8/10 14:18","PF","TAILCHEW_FACEKICK","social","2010-04-08",2010,4,108,0,2010,3,83,12,2.484906649788,0.486991002590125,-3.3690932311622,0,1,1,-1.55783956104519,-3.3690932311622,3.59504132231405
"222","MK","9/12/07 05:50","BK","TAILPULL_SEX_INITIATE","social","2007-09-12",2007,4,111,0,2007,5,8,16,2.77258872223978,0.774673075041906,-2.3690932311622,0,1,1,2.29915427193048,-2.3690932311622,7.59504132231405
"223","MK","9/12/07 05:50","DH","TAILPULL_SEX_INITIATE","social","2007-09-12",2007,4,111,0,2007,5,18,26,3.25809653802148,1.26018089082361,-2.3690932311622,0,1,0,0.694419611495347,-2.3690932311622,17.595041322314
"224","RR","10/7/08 10:27","MU","TAP_PLAYWRESTLE","social","2008-10-07",2008,4,112,0,2008,8,69,2,0.693147180559945,-1.30476846663793,7.6309067688378,1,0,1,2.2850776521021,7.6309067688378,-6.40495867768595
"225","RR","10/7/08 10:27","RY","TAP_PLAYWRESTLE","social","2008-10-07",2008,4,112,0,2008,8,97,33,3.49650756146648,1.4985919142686,7.6309067688378,0,0,0,-1.56487787095938,7.6309067688378,24.595041322314
"226","FL","7/26/07 11:18","TU","THROW_JUGGLE_MONKEY","social","2007-07-26",2007,4,115,0,2007,4,110,7,1.94591014905531,-0.0520054981425622,-6.3690932311622,0,0,1,-0.502093073916814,-6.3690932311622,-1.40495867768595
"227","FL","7/26/07 11:18","LN","THROW_JUGGLE_MONKEY","social","2007-07-26",2007,4,115,0,2007,4,55,2,0.693147180559945,-1.30476846663793,-6.3690932311622,1,0,0,1.17302468566021,-6.3690932311622,-6.40495867768595
"228","RR","2/4/08 11:42","GT","TONGUEKISS","social","2008-02-04",2008,4,116,0,2008,8,36,5,1.6094379124341,-0.388477734763775,7.6309067688378,0,0,1,1.07448834686156,7.6309067688378,-3.40495867768595
"229","RR","2/4/08 11:42","RG","TONGUEKISS","social","2008-02-04",2008,4,116,0,2008,8,91,3,1.09861228866811,-0.899303358529766,7.6309067688378,1,0,1,1.16598637574602,7.6309067688378,-5.40495867768595
"230","SP","4/10/10 16:28","KG","TONGUEKISS","social","2010-04-10",2010,4,116,0,2010,9,47,5,1.6094379124341,-0.388477734763775,8.6309067688378,0,0,1,-0.283905466576949,8.6309067688378,-3.40495867768595
"231","SP","4/10/10 16:28","LZ","TONGUEKISS","social","2010-04-10",2010,4,116,0,2010,9,59,5,1.6094379124341,-0.388477734763775,8.6309067688378,0,0,1,0.0257801696473748,8.6309067688378,-3.40495867768595
"232","NM","1/14/10 13:21","BJ","TOYGAME","social","2010-01-14",2010,4,118,1,2010,6,7,6,1.79175946922805,-0.20615617796982,-5.3690932311622,0,1,1,-0.354288565718841,-5.3690932311622,-2.40495867768595
"233","NM","1/14/10 13:21","NH","TOYGAME","social","2010-01-14",2010,4,118,1,2010,6,75,5,1.6094379124341,-0.388477734763775,-5.3690932311622,0,0,1,-0.326135326062085,-5.3690932311622,-3.40495867768595
"234","FF","5/16/09 08:41","CI","TUGOWAR","social","2009-05-16",2009,4,122,0,2009,3,12,3,1.09861228866811,-0.899303358529766,-4.3690932311622,1,0,0,1.1167182063467,-4.3690932311622,-5.40495867768595
"235","FF","5/16/09 08:41","DL","TUGOWAR","social","2009-05-16",2009,4,122,0,2009,3,20,2,0.693147180559945,-1.30476846663793,-4.3690932311622,1,0,0,1.89093229690751,-4.3690932311622,-6.40495867768595
"236","FL","6/17/10 10:49","ML","TUGOWAR","social","2010-06-17",2010,4,122,0,2010,4,65,6,1.79175946922805,-0.20615617796982,-10.3690932311622,0,0,1,-0.262790536834381,-10.3690932311622,-2.40495867768595
"237","FL","6/17/10 10:49","MX","TUGOWAR","social","2010-06-17",2010,4,122,0,2010,4,71,4,1.38629436111989,-0.611621286077985,-10.3690932311622,1,0,1,0.434002144670348,-10.3690932311622,-4.40495867768595
"238","NM","12/6/11 10:58","MP","TUGOWAR","social","2011-12-06",2011,4,122,0,2011,6,67,3,1.09861228866811,-0.899303358529766,3.6309067688378,1,0,1,1.51790187145548,3.6309067688378,-5.40495867768595
