id,year,male,mono_index,sampyearsum,sociality,inno_count,domain_index,domain,age,logsampeff,MainGroup,group,rank_class,inno_count_ND,sociality.s,logage,logage.c,group_index,year_index,rankhi,rankmid,ranklo,innobinom,groupsize.c,innovator,innovatoryear
AH,2007,1,1,156,64.4,0,4,social,4,5.049856007,FF,FF,low,0,0.436876588,1.386294361,-0.413898909,3,1,0,0,1,0,15.81933257,0,0
AH,2007,1,1,156,64.4,0,2,investigative,4,5.049856007,FF,FF,low,0,0.436876588,1.386294361,-0.413898909,3,1,0,0,1,0,15.81933257,0,0
AH,2007,1,1,156,64.4,0,3,self-directed,4,5.049856007,FF,FF,low,0,0.436876588,1.386294361,-0.413898909,3,1,0,0,1,0,15.81933257,0,0
AH,2007,1,1,156,64.4,0,1,foraging,4,5.049856007,FF,FF,low,0,0.436876588,1.386294361,-0.413898909,3,1,0,0,1,0,15.81933257,0,0
AJ,2011,0,2,91,90.1,0,4,social,1,4.510859507,AA,AA,low,0,1.809135192,0,-1.80019327,1,5,0,0,1,0,6.819332566,0,0
AJ,2011,0,2,91,90.1,0,3,self-directed,1,4.510859507,AA,AA,low,0,1.809135192,0,-1.80019327,1,5,0,0,1,0,6.819332566,0,0
AJ,2011,0,2,91,90.1,0,2,investigative,1,4.510859507,AA,AA,low,0,1.809135192,0,-1.80019327,1,5,0,0,1,0,6.819332566,0,0
AJ,2011,0,2,91,90.1,0,1,foraging,1,4.510859507,AA,AA,low,0,1.809135192,0,-1.80019327,1,5,0,0,1,0,6.819332566,0,0
AK,2011,1,3,175,97,0,4,social,1,5.164785974,FF,FF,low,0,2.1775626,0,-1.80019327,3,5,0,0,1,0,-2.180667434,0,0
AK,2011,1,3,175,97,0,3,self-directed,1,5.164785974,FF,FF,low,0,2.1775626,0,-1.80019327,3,5,0,0,1,0,-2.180667434,0,0
AK,2011,1,3,175,97,0,2,investigative,1,5.164785974,FF,FF,low,0,2.1775626,0,-1.80019327,3,5,0,0,1,0,-2.180667434,0,0
AK,2011,1,3,175,97,0,1,foraging,1,5.164785974,FF,FF,low,0,2.1775626,0,-1.80019327,3,5,0,0,1,0,-2.180667434,0,0
AL,2007,1,4,1356,45.5,0,4,social,13,7.212294469,FF,FF,high,0,-0.572294137,2.564949357,0.764756087,3,1,1,0,0,0,15.81933257,0,0
AL,2007,1,4,1356,45.5,0,1,foraging,13,7.212294469,FF,FF,high,0,-0.572294137,2.564949357,0.764756087,3,1,1,0,0,0,15.81933257,0,0
AL,2007,1,4,1356,45.5,0,3,self-directed,13,7.212294469,FF,FF,high,0,-0.572294137,2.564949357,0.764756087,3,1,1,0,0,0,15.81933257,0,0
AL,2007,1,4,1356,45.5,0,2,investigative,13,7.212294469,FF,FF,high,0,-0.572294137,2.564949357,0.764756087,3,1,1,0,0,0,15.81933257,0,0
AL,2008,1,4,1756,48.3,0,1,foraging,14,7.470793774,RF,RF,high,0,-0.422787363,2.63905733,0.838864059,8,2,1,0,0,0,-8.180667434,0,0
AL,2008,1,4,1756,48.3,0,3,self-directed,14,7.470793774,RF,RF,high,0,-0.422787363,2.63905733,0.838864059,8,2,1,0,0,0,-8.180667434,0,0
AL,2008,1,4,1756,48.3,0,4,social,14,7.470793774,RF,RF,high,0,-0.422787363,2.63905733,0.838864059,8,2,1,0,0,0,-8.180667434,0,0
AL,2008,1,4,1756,48.3,0,2,investigative,14,7.470793774,RF,RF,high,0,-0.422787363,2.63905733,0.838864059,8,2,1,0,0,0,-8.180667434,0,0
AL,2009,1,4,1665,49.5,0,4,social,15,7.417580402,RF,RF,high,0,-0.358713031,2.708050201,0.907856931,8,3,1,0,0,0,-6.180667434,0,0
AL,2009,1,4,1665,49.5,0,3,self-directed,15,7.417580402,RF,RF,high,0,-0.358713031,2.708050201,0.907856931,8,3,1,0,0,0,-6.180667434,0,0
AL,2009,1,4,1665,49.5,0,1,foraging,15,7.417580402,RF,RF,high,0,-0.358713031,2.708050201,0.907856931,8,3,1,0,0,0,-6.180667434,0,0
AL,2009,1,4,1665,49.5,0,2,investigative,15,7.417580402,RF,RF,high,0,-0.358713031,2.708050201,0.907856931,8,3,1,0,0,0,-6.180667434,0,0
AL,2010,1,4,620,55.6,0,3,self-directed,16,6.429719478,RF,RF,high,0,-0.033001845,2.772588722,0.972395452,8,4,1,0,0,0,-4.180667434,0,0
AL,2010,1,4,620,55.6,0,1,foraging,16,6.429719478,RF,RF,high,0,-0.033001845,2.772588722,0.972395452,8,4,1,0,0,0,-4.180667434,0,0
AL,2010,1,4,620,55.6,0,2,investigative,16,6.429719478,RF,RF,high,0,-0.033001845,2.772588722,0.972395452,8,4,1,0,0,0,-4.180667434,0,0
AL,2010,1,4,620,55.6,0,4,social,16,6.429719478,RF,RF,high,0,-0.033001845,2.772588722,0.972395452,8,4,1,0,0,0,-4.180667434,0,0
AL,2011,1,4,613,54.5,0,4,social,17,6.418364936,RF,RF,high,0,-0.091736649,2.833213344,1.033020074,8,5,1,0,0,0,-1.180667434,0,0
AL,2011,1,4,613,54.5,0,2,investigative,17,6.418364936,RF,RF,high,0,-0.091736649,2.833213344,1.033020074,8,5,1,0,0,0,-1.180667434,0,0
AL,2011,1,4,613,54.5,0,1,foraging,17,6.418364936,RF,RF,high,0,-0.091736649,2.833213344,1.033020074,8,5,1,0,0,0,-1.180667434,0,0
AL,2011,1,4,613,54.5,0,3,self-directed,17,6.418364936,RF,RF,high,0,-0.091736649,2.833213344,1.033020074,8,5,1,0,0,0,-1.180667434,0,0
AM,2007,0,5,349,36.8,0,4,social,34,5.855071922,FF,FF,mid,0,-1.036833041,3.526360525,1.726167254,3,1,0,1,0,0,15.81933257,1,1
AM,2007,0,5,349,36.8,0,3,self-directed,34,5.855071922,FF,FF,mid,0,-1.036833041,3.526360525,1.726167254,3,1,0,1,0,0,15.81933257,1,1
AM,2007,0,5,349,36.8,0,2,investigative,34,5.855071922,FF,FF,mid,0,-1.036833041,3.526360525,1.726167254,3,1,0,1,0,0,15.81933257,1,1
AM,2007,0,5,349,36.8,0,1,foraging,34,5.855071922,FF,FF,mid,0,-1.036833041,3.526360525,1.726167254,3,1,0,1,0,0,15.81933257,1,1
AM,2008,0,5,343,28.8,0,2,investigative,35,5.837730447,FF,FF,mid,0,-1.463995253,3.555348061,1.755154791,3,2,0,1,0,0,-3.180667434,1,1
AM,2008,0,5,343,28.8,0,1,foraging,35,5.837730447,FF,FF,mid,0,-1.463995253,3.555348061,1.755154791,3,2,0,1,0,0,-3.180667434,1,1
AM,2008,0,5,343,28.8,0,4,social,35,5.837730447,FF,FF,mid,0,-1.463995253,3.555348061,1.755154791,3,2,0,1,0,0,-3.180667434,1,1
AM,2008,0,5,343,28.8,0,3,self-directed,35,5.837730447,FF,FF,mid,0,-1.463995253,3.555348061,1.755154791,3,2,0,1,0,0,-3.180667434,1,1
AM,2009,0,5,544,28.1,0,3,self-directed,36,6.298949247,FF,FF,mid,0,-1.501371946,3.583518938,1.783325668,3,3,0,1,0,0,-4.180667434,1,1
AM,2009,0,5,544,28.1,0,2,investigative,36,6.298949247,FF,FF,mid,0,-1.501371946,3.583518938,1.783325668,3,3,0,1,0,0,-4.180667434,1,1
AM,2009,0,5,544,28.1,0,1,foraging,36,6.298949247,FF,FF,mid,0,-1.501371946,3.583518938,1.783325668,3,3,0,1,0,0,-4.180667434,1,1
AM,2009,0,5,544,28.1,0,4,social,36,6.298949247,FF,FF,mid,0,-1.501371946,3.583518938,1.783325668,3,3,0,1,0,0,-4.180667434,1,1
AM,2010,0,5,229,21.7,0,4,social,37,5.433722004,FF,FF,mid,0,-1.843101716,3.610917913,1.810724642,3,4,0,1,0,0,-3.180667434,1,1
AM,2010,0,5,229,21.7,0,2,investigative,37,5.433722004,FF,FF,mid,0,-1.843101716,3.610917913,1.810724642,3,4,0,1,0,0,-3.180667434,1,1
AM,2010,0,5,229,21.7,0,3,self-directed,37,5.433722004,FF,FF,mid,0,-1.843101716,3.610917913,1.810724642,3,4,0,1,0,0,-3.180667434,1,1
AM,2010,0,5,229,21.7,0,1,foraging,37,5.433722004,FF,FF,mid,0,-1.843101716,3.610917913,1.810724642,3,4,0,1,0,0,-3.180667434,1,1
AM,2011,0,5,1084,22.1,0,3,self-directed,38,6.988413182,FF,FF,mid,1,-1.821743605,3.63758616,1.83739289,3,5,0,1,0,0,-2.180667434,1,1
AM,2011,0,5,1084,22.1,0,2,investigative,38,6.988413182,FF,FF,mid,1,-1.821743605,3.63758616,1.83739289,3,5,0,1,0,0,-2.180667434,1,1
AM,2011,0,5,1084,22.1,1,1,foraging,38,6.988413182,FF,FF,mid,1,-1.821743605,3.63758616,1.83739289,3,5,0,1,0,1,-2.180667434,1,1
AM,2011,0,5,1084,22.1,0,4,social,38,6.988413182,FF,FF,mid,1,-1.821743605,3.63758616,1.83739289,3,5,0,1,0,0,-2.180667434,1,1
AN,2007,1,6,489,38,0,1,foraging,11,6.192362489,MK,MK,high,0,-0.97275871,2.397895273,0.597702003,6,1,1,0,0,0,-2.180667434,0,0
AN,2007,1,6,489,38,0,4,social,11,6.192362489,MK,MK,high,0,-0.97275871,2.397895273,0.597702003,6,1,1,0,0,0,-2.180667434,0,0
AN,2007,1,6,489,38,0,2,investigative,11,6.192362489,MK,MK,high,0,-0.97275871,2.397895273,0.597702003,6,1,1,0,0,0,-2.180667434,0,0
AN,2007,1,6,489,38,0,3,self-directed,11,6.192362489,MK,MK,high,0,-0.97275871,2.397895273,0.597702003,6,1,1,0,0,0,-2.180667434,0,0
AN,2008,1,6,56,60.6,0,4,social,12,4.025351691,MK,MK,high,0,0.233974538,2.48490665,0.68471338,6,2,1,0,0,0,-9.180667434,0,0
AN,2008,1,6,56,60.6,0,1,foraging,12,4.025351691,MK,MK,high,0,0.233974538,2.48490665,0.68471338,6,2,1,0,0,0,-9.180667434,0,0
AN,2008,1,6,56,60.6,0,3,self-directed,12,4.025351691,MK,MK,high,0,0.233974538,2.48490665,0.68471338,6,2,1,0,0,0,-9.180667434,0,0
AN,2008,1,6,56,60.6,0,2,investigative,12,4.025351691,MK,MK,high,0,0.233974538,2.48490665,0.68471338,6,2,1,0,0,0,-9.180667434,0,0
AO,2007,1,7,1363,43.6,0,3,self-directed,7,7.217443432,FF,FF,mid,0,-0.673745162,1.945910149,0.145716879,3,1,0,1,0,0,15.81933257,1,1
AO,2007,1,7,1363,43.6,0,2,investigative,7,7.217443432,FF,FF,mid,0,-0.673745162,1.945910149,0.145716879,3,1,0,1,0,0,15.81933257,1,1
AO,2007,1,7,1363,43.6,0,1,foraging,7,7.217443432,FF,FF,mid,0,-0.673745162,1.945910149,0.145716879,3,1,0,1,0,0,15.81933257,1,1
AO,2007,1,7,1363,43.6,0,4,social,7,7.217443432,FF,FF,mid,0,-0.673745162,1.945910149,0.145716879,3,1,0,1,0,0,15.81933257,1,1
AO,2008,1,7,1720,33.8,0,2,investigative,8,7.45007957,RF,RF,high,0,-1.197018871,2.079441542,0.279248272,8,2,1,0,0,0,-8.180667434,1,1
AO,2008,1,7,1720,33.8,0,1,foraging,8,7.45007957,RF,RF,high,0,-1.197018871,2.079441542,0.279248272,8,2,1,0,0,0,-8.180667434,1,1
AO,2008,1,7,1720,33.8,0,3,self-directed,8,7.45007957,RF,RF,high,0,-1.197018871,2.079441542,0.279248272,8,2,1,0,0,0,-8.180667434,1,1
AO,2008,1,7,1720,33.8,0,4,social,8,7.45007957,RF,RF,high,0,-1.197018871,2.079441542,0.279248272,8,2,1,0,0,0,-8.180667434,1,1
AO,2009,1,7,1628,38.1,0,3,self-directed,9,7.395107547,RF,RF,high,1,-0.967419182,2.197224577,0.397031307,8,3,1,0,0,0,-6.180667434,1,1
AO,2009,1,7,1628,38.1,1,4,social,9,7.395107547,RF,RF,high,1,-0.967419182,2.197224577,0.397031307,8,3,1,0,0,1,-6.180667434,1,1
AO,2009,1,7,1628,38.1,0,1,foraging,9,7.395107547,RF,RF,high,1,-0.967419182,2.197224577,0.397031307,8,3,1,0,0,0,-6.180667434,1,1
AO,2009,1,7,1628,38.1,0,2,investigative,9,7.395107547,RF,RF,high,1,-0.967419182,2.197224577,0.397031307,8,3,1,0,0,0,-6.180667434,1,1
AO,2010,1,7,645,26.4,0,3,self-directed,10,6.469250317,RF,RF,high,0,-1.592143916,2.302585093,0.502391823,8,4,1,0,0,0,-4.180667434,1,1
AO,2010,1,7,645,26.4,0,1,foraging,10,6.469250317,RF,RF,high,0,-1.592143916,2.302585093,0.502391823,8,4,1,0,0,0,-4.180667434,1,1
AO,2010,1,7,645,26.4,0,2,investigative,10,6.469250317,RF,RF,high,0,-1.592143916,2.302585093,0.502391823,8,4,1,0,0,0,-4.180667434,1,1
AO,2010,1,7,645,26.4,0,4,social,10,6.469250317,RF,RF,high,0,-1.592143916,2.302585093,0.502391823,8,4,1,0,0,0,-4.180667434,1,1
AO,2011,1,7,419,26,0,4,social,11,6.03787092,RF,RF,high,0,-1.613502027,2.397895273,0.597702003,8,5,1,0,0,0,-1.180667434,1,1
AO,2011,1,7,419,26,0,1,foraging,11,6.03787092,RF,RF,high,0,-1.613502027,2.397895273,0.597702003,8,5,1,0,0,0,-1.180667434,1,1
AO,2011,1,7,419,26,0,2,investigative,11,6.03787092,RF,RF,high,0,-1.613502027,2.397895273,0.597702003,8,5,1,0,0,0,-1.180667434,1,1
AO,2011,1,7,419,26,0,3,self-directed,11,6.03787092,RF,RF,high,0,-1.613502027,2.397895273,0.597702003,8,5,1,0,0,0,-1.180667434,1,1
AS,2009,0,8,93,61.4,0,1,foraging,2,4.532599493,SP,SP,low,0,0.276690759,0.693147181,-1.10704609,10,3,0,0,1,0,-0.180667434,1,1
AS,2009,0,8,93,61.4,0,3,self-directed,2,4.532599493,SP,SP,low,0,0.276690759,0.693147181,-1.10704609,10,3,0,0,1,0,-0.180667434,1,1
AS,2009,0,8,93,61.4,0,2,investigative,2,4.532599493,SP,SP,low,0,0.276690759,0.693147181,-1.10704609,10,3,0,0,1,0,-0.180667434,1,1
AS,2009,0,8,93,61.4,0,4,social,2,4.532599493,SP,SP,low,0,0.276690759,0.693147181,-1.10704609,10,3,0,0,1,0,-0.180667434,1,1
AS,2010,0,8,319,40.7,0,2,investigative,3,5.765191103,SP,SP,low,0,-0.828591463,1.098612289,-0.701580981,10,4,0,0,1,0,8.819332566,1,1
AS,2010,0,8,319,40.7,0,4,social,3,5.765191103,SP,SP,low,0,-0.828591463,1.098612289,-0.701580981,10,4,0,0,1,0,8.819332566,1,1
AS,2010,0,8,319,40.7,0,3,self-directed,3,5.765191103,SP,SP,low,0,-0.828591463,1.098612289,-0.701580981,10,4,0,0,1,0,8.819332566,1,1
AS,2010,0,8,319,40.7,0,1,foraging,3,5.765191103,SP,SP,low,0,-0.828591463,1.098612289,-0.701580981,10,4,0,0,1,0,8.819332566,1,1
AS,2011,0,8,65,43.1,0,3,self-directed,4,4.17438727,SP,SP,low,1,-0.7004428,1.386294361,-0.413898909,10,5,0,0,1,0,4.819332566,1,1
AS,2011,0,8,65,43.1,0,4,social,4,4.17438727,SP,SP,low,1,-0.7004428,1.386294361,-0.413898909,10,5,0,0,1,0,4.819332566,1,1
AS,2011,0,8,65,43.1,1,2,investigative,4,4.17438727,SP,SP,low,1,-0.7004428,1.386294361,-0.413898909,10,5,0,0,1,1,4.819332566,1,1
AS,2011,0,8,65,43.1,0,1,foraging,4,4.17438727,SP,SP,low,1,-0.7004428,1.386294361,-0.413898909,10,5,0,0,1,0,4.819332566,1,1
AV,2010,1,9,69,98.5,0,1,foraging,1,4.234106505,FF,FF,mid,0,2.257655514,0,-1.80019327,3,4,0,1,0,0,-3.180667434,1,1
AV,2010,1,9,69,98.5,0,3,self-directed,1,4.234106505,FF,FF,mid,0,2.257655514,0,-1.80019327,3,4,0,1,0,0,-3.180667434,1,1
AV,2010,1,9,69,98.5,0,2,investigative,1,4.234106505,FF,FF,mid,0,2.257655514,0,-1.80019327,3,4,0,1,0,0,-3.180667434,1,1
AV,2010,1,9,69,98.5,0,4,social,1,4.234106505,FF,FF,mid,0,2.257655514,0,-1.80019327,3,4,0,1,0,0,-3.180667434,1,1
AV,2011,1,9,489,76.4,0,1,foraging,2,6.192362489,FF,FF,low,1,1.077619905,0.693147181,-1.10704609,3,5,0,0,1,0,-2.180667434,1,1
AV,2011,1,9,489,76.4,0,3,self-directed,2,6.192362489,FF,FF,low,1,1.077619905,0.693147181,-1.10704609,3,5,0,0,1,0,-2.180667434,1,1
AV,2011,1,9,489,76.4,0,2,investigative,2,6.192362489,FF,FF,low,1,1.077619905,0.693147181,-1.10704609,3,5,0,0,1,0,-2.180667434,1,1
AV,2011,1,9,489,76.4,1,4,social,2,6.192362489,FF,FF,low,1,1.077619905,0.693147181,-1.10704609,3,5,0,0,1,1,-2.180667434,1,1
AY,2009,0,10,41,95,0,1,foraging,1,3.713572067,SP,SP,low,0,2.070772047,0,-1.80019327,10,3,0,0,1,0,-0.180667434,0,0
AY,2009,0,10,41,95,0,2,investigative,1,3.713572067,SP,SP,low,0,2.070772047,0,-1.80019327,10,3,0,0,1,0,-0.180667434,0,0
AY,2009,0,10,41,95,0,3,self-directed,1,3.713572067,SP,SP,low,0,2.070772047,0,-1.80019327,10,3,0,0,1,0,-0.180667434,0,0
AY,2009,0,10,41,95,0,4,social,1,3.713572067,SP,SP,low,0,2.070772047,0,-1.80019327,10,3,0,0,1,0,-0.180667434,0,0
AY,2010,0,10,227,61.7,0,3,self-directed,2,5.424950017,SP,SP,low,0,0.292709342,0.693147181,-1.10704609,10,4,0,0,1,0,8.819332566,0,0
AY,2010,0,10,227,61.7,0,2,investigative,2,5.424950017,SP,SP,low,0,0.292709342,0.693147181,-1.10704609,10,4,0,0,1,0,8.819332566,0,0
AY,2010,0,10,227,61.7,0,1,foraging,2,5.424950017,SP,SP,low,0,0.292709342,0.693147181,-1.10704609,10,4,0,0,1,0,8.819332566,0,0
AY,2010,0,10,227,61.7,0,4,social,2,5.424950017,SP,SP,low,0,0.292709342,0.693147181,-1.10704609,10,4,0,0,1,0,8.819332566,0,0
AY,2011,0,10,42,71.4,0,1,foraging,3,3.737669618,SP,SP,low,0,0.810643523,1.098612289,-0.701580981,10,5,0,0,1,0,4.819332566,0,0
AY,2011,0,10,42,71.4,0,3,self-directed,3,3.737669618,SP,SP,low,0,0.810643523,1.098612289,-0.701580981,10,5,0,0,1,0,4.819332566,0,0
AY,2011,0,10,42,71.4,0,4,social,3,3.737669618,SP,SP,low,0,0.810643523,1.098612289,-0.701580981,10,5,0,0,1,0,4.819332566,0,0
AY,2011,0,10,42,71.4,0,2,investigative,3,3.737669618,SP,SP,low,0,0.810643523,1.098612289,-0.701580981,10,5,0,0,1,0,4.819332566,0,0
AZ,2007,1,11,340,68,0,3,self-directed,3,5.828945618,FF,FF,low,0,0.629099583,1.098612289,-0.701580981,3,1,0,0,1,0,15.81933257,0,0
AZ,2007,1,11,340,68,0,1,foraging,3,5.828945618,FF,FF,low,0,0.629099583,1.098612289,-0.701580981,3,1,0,0,1,0,15.81933257,0,0
AZ,2007,1,11,340,68,0,2,investigative,3,5.828945618,FF,FF,low,0,0.629099583,1.098612289,-0.701580981,3,1,0,0,1,0,15.81933257,0,0
AZ,2007,1,11,340,68,0,4,social,3,5.828945618,FF,FF,low,0,0.629099583,1.098612289,-0.701580981,3,1,0,0,1,0,15.81933257,0,0
BA,2008,1,12,27,40,0,1,foraging,13,3.295836866,SP,SP,high,0,-0.865968157,2.564949357,0.764756087,10,2,1,0,0,0,-5.180667434,0,0
BA,2008,1,12,27,40,0,4,social,13,3.295836866,SP,SP,high,0,-0.865968157,2.564949357,0.764756087,10,2,1,0,0,0,-5.180667434,0,0
BA,2008,1,12,27,40,0,3,self-directed,13,3.295836866,SP,SP,high,0,-0.865968157,2.564949357,0.764756087,10,2,1,0,0,0,-5.180667434,0,0
BA,2008,1,12,27,40,0,2,investigative,13,3.295836866,SP,SP,high,0,-0.865968157,2.564949357,0.764756087,10,2,1,0,0,0,-5.180667434,0,0
BB,2007,1,13,1068,54.4,0,2,investigative,13,6.97354302,RR,RR,high,0,-0.097076176,2.564949357,0.764756087,9,1,1,0,0,0,6.819332566,0,0
BB,2007,1,13,1068,54.4,0,1,foraging,13,6.97354302,RR,RR,high,0,-0.097076176,2.564949357,0.764756087,9,1,1,0,0,0,6.819332566,0,0
BB,2007,1,13,1068,54.4,0,3,self-directed,13,6.97354302,RR,RR,high,0,-0.097076176,2.564949357,0.764756087,9,1,1,0,0,0,6.819332566,0,0
BB,2007,1,13,1068,54.4,0,4,social,13,6.97354302,RR,RR,high,0,-0.097076176,2.564949357,0.764756087,9,1,1,0,0,0,6.819332566,0,0
BD,2007,1,14,923,55.5,0,3,self-directed,9,6.827629235,RR,RR,high,0,-0.038341372,2.197224577,0.397031307,9,1,1,0,0,0,6.819332566,0,0
BD,2007,1,14,923,55.5,0,4,social,9,6.827629235,RR,RR,high,0,-0.038341372,2.197224577,0.397031307,9,1,1,0,0,0,6.819332566,0,0
BD,2007,1,14,923,55.5,0,2,investigative,9,6.827629235,RR,RR,high,0,-0.038341372,2.197224577,0.397031307,9,1,1,0,0,0,6.819332566,0,0
BD,2007,1,14,923,55.5,0,1,foraging,9,6.827629235,RR,RR,high,0,-0.038341372,2.197224577,0.397031307,9,1,1,0,0,0,6.819332566,0,0
BE,2008,1,15,147,11.6,0,2,investigative,17,4.990432587,RR,RR,mid,0,-2.382394007,2.833213344,1.033020074,9,2,0,1,0,0,7.819332566,1,1
BE,2008,1,15,147,11.6,0,3,self-directed,17,4.990432587,RR,RR,mid,0,-2.382394007,2.833213344,1.033020074,9,2,0,1,0,0,7.819332566,1,1
BE,2008,1,15,147,11.6,0,1,foraging,17,4.990432587,RR,RR,mid,0,-2.382394007,2.833213344,1.033020074,9,2,0,1,0,0,7.819332566,1,1
BE,2008,1,15,147,11.6,0,4,social,17,4.990432587,RR,RR,mid,0,-2.382394007,2.833213344,1.033020074,9,2,0,1,0,0,7.819332566,1,1
BE,2009,1,15,642,28.4,3,4,social,18,6.464588304,RR,RR,mid,6,-1.485353363,2.890371758,1.090178488,9,3,0,1,0,1,7.819332566,1,1
BE,2009,1,15,642,28.4,0,1,foraging,18,6.464588304,RR,RR,mid,6,-1.485353363,2.890371758,1.090178488,9,3,0,1,0,0,7.819332566,1,1
BE,2009,1,15,642,28.4,0,3,self-directed,18,6.464588304,RR,RR,mid,6,-1.485353363,2.890371758,1.090178488,9,3,0,1,0,0,7.819332566,1,1
BE,2009,1,15,642,28.4,0,2,investigative,18,6.464588304,RR,RR,mid,6,-1.485353363,2.890371758,1.090178488,9,3,0,1,0,0,7.819332566,1,1
BE,2010,1,15,1070,31.6,0,3,self-directed,19,6.975413927,RR,RR,mid,0,-1.314488479,2.944438979,1.144245709,9,4,0,1,0,0,10.81933257,1,1
BE,2010,1,15,1070,31.6,0,4,social,19,6.975413927,RR,RR,mid,0,-1.314488479,2.944438979,1.144245709,9,4,0,1,0,0,10.81933257,1,1
BE,2010,1,15,1070,31.6,0,2,investigative,19,6.975413927,RR,RR,mid,0,-1.314488479,2.944438979,1.144245709,9,4,0,1,0,0,10.81933257,1,1
BE,2010,1,15,1070,31.6,0,1,foraging,19,6.975413927,RR,RR,mid,0,-1.314488479,2.944438979,1.144245709,9,4,0,1,0,0,10.81933257,1,1
BE,2011,1,15,646,36.7,0,3,self-directed,20,6.470799504,RR,RR,high,2,-1.042172569,2.995732274,1.195539003,9,5,1,0,0,0,2.819332566,1,1
BE,2011,1,15,646,36.7,0,2,investigative,20,6.470799504,RR,RR,high,2,-1.042172569,2.995732274,1.195539003,9,5,1,0,0,0,2.819332566,1,1
BE,2011,1,15,646,36.7,2,4,social,20,6.470799504,RR,RR,high,2,-1.042172569,2.995732274,1.195539003,9,5,1,0,0,1,2.819332566,1,1
BE,2011,1,15,646,36.7,0,1,foraging,20,6.470799504,RR,RR,high,2,-1.042172569,2.995732274,1.195539003,9,5,1,0,0,0,2.819332566,1,1
BH,2007,0,16,420,42.5,0,1,foraging,3,6.040254711,FL,FL,low,0,-0.732479966,1.098612289,-0.701580981,4,1,0,0,1,0,-6.180667434,0,0
BH,2007,0,16,420,42.5,0,2,investigative,3,6.040254711,FL,FL,low,0,-0.732479966,1.098612289,-0.701580981,4,1,0,0,1,0,-6.180667434,0,0
BH,2007,0,16,420,42.5,0,3,self-directed,3,6.040254711,FL,FL,low,0,-0.732479966,1.098612289,-0.701580981,4,1,0,0,1,0,-6.180667434,0,0
BH,2007,0,16,420,42.5,0,4,social,3,6.040254711,FL,FL,low,0,-0.732479966,1.098612289,-0.701580981,4,1,0,0,1,0,-6.180667434,0,0
BH,2008,0,16,253,35.6,0,1,foraging,4,5.533389489,FL,FL,low,0,-1.100907373,1.386294361,-0.413898909,4,2,0,0,1,0,-7.180667434,0,0
BH,2008,0,16,253,35.6,0,4,social,4,5.533389489,FL,FL,low,0,-1.100907373,1.386294361,-0.413898909,4,2,0,0,1,0,-7.180667434,0,0
BH,2008,0,16,253,35.6,0,3,self-directed,4,5.533389489,FL,FL,low,0,-1.100907373,1.386294361,-0.413898909,4,2,0,0,1,0,-7.180667434,0,0
BH,2008,0,16,253,35.6,0,2,investigative,4,5.533389489,FL,FL,low,0,-1.100907373,1.386294361,-0.413898909,4,2,0,0,1,0,-7.180667434,0,0
BI,2007,1,17,156,95.4,0,3,self-directed,1,5.049856007,AA,AA,low,0,2.092130157,0,-1.80019327,1,1,0,0,1,0,1.819332566,1,1
BI,2007,1,17,156,95.4,0,4,social,1,5.049856007,AA,AA,low,0,2.092130157,0,-1.80019327,1,1,0,0,1,0,1.819332566,1,1
BI,2007,1,17,156,95.4,0,1,foraging,1,5.049856007,AA,AA,low,0,2.092130157,0,-1.80019327,1,1,0,0,1,0,1.819332566,1,1
BI,2007,1,17,156,95.4,0,2,investigative,1,5.049856007,AA,AA,low,0,2.092130157,0,-1.80019327,1,1,0,0,1,0,1.819332566,1,1
BI,2008,1,17,426,82.3,0,2,investigative,2,6.054439346,AA,AA,low,0,1.392652036,0.693147181,-1.10704609,1,2,0,0,1,0,1.819332566,1,1
BI,2008,1,17,426,82.3,0,4,social,2,6.054439346,AA,AA,low,0,1.392652036,0.693147181,-1.10704609,1,2,0,0,1,0,1.819332566,1,1
BI,2008,1,17,426,82.3,0,1,foraging,2,6.054439346,AA,AA,low,0,1.392652036,0.693147181,-1.10704609,1,2,0,0,1,0,1.819332566,1,1
BI,2008,1,17,426,82.3,0,3,self-directed,2,6.054439346,AA,AA,low,0,1.392652036,0.693147181,-1.10704609,1,2,0,0,1,0,1.819332566,1,1
BI,2009,1,17,498,67.5,0,3,self-directed,3,6.210600077,AA,AA,low,1,0.602401945,1.098612289,-0.701580981,1,3,0,0,1,0,3.819332566,1,1
BI,2009,1,17,498,67.5,1,2,investigative,3,6.210600077,AA,AA,low,1,0.602401945,1.098612289,-0.701580981,1,3,0,0,1,1,3.819332566,1,1
BI,2009,1,17,498,67.5,0,1,foraging,3,6.210600077,AA,AA,low,1,0.602401945,1.098612289,-0.701580981,1,3,0,0,1,0,3.819332566,1,1
BI,2009,1,17,498,67.5,0,4,social,3,6.210600077,AA,AA,low,1,0.602401945,1.098612289,-0.701580981,1,3,0,0,1,0,3.819332566,1,1
BI,2010,1,17,158,55.3,0,4,social,4,5.062595033,AA,AA,mid,0,-0.049020428,1.386294361,-0.413898909,1,4,0,1,0,0,4.819332566,1,1
BI,2010,1,17,158,55.3,0,1,foraging,4,5.062595033,AA,AA,mid,0,-0.049020428,1.386294361,-0.413898909,1,4,0,1,0,0,4.819332566,1,1
