id,year,male,birthyear,mono_index,sampyearsum,sociality,inno_count,domain_index,domain,age,age.c,MainGroup,max_group,rank_class,sociality.s,logage,logage.c,group_index,year_index,rankhi,rankmid,ranklo,innobinom,groupsize.c
AH,2007,1,2004,1,156,64.4,0,4,social,3,-6.902061856,FF,42,low,1.325561009,1.098612289,-0.909070597,3,1,0,0,1,0,15.97378277
AH,2007,1,2004,1,156,64.4,0,1,foraging,3,-6.902061856,FF,42,low,1.325561009,1.098612289,-0.909070597,3,1,0,0,1,0,15.97378277
AH,2007,1,2004,1,156,64.4,0,3,self-directed,3,-6.902061856,FF,42,low,1.325561009,1.098612289,-0.909070597,3,1,0,0,1,0,15.97378277
AH,2007,1,2004,1,156,64.4,0,2,investigative,3,-6.902061856,FF,42,low,1.325561009,1.098612289,-0.909070597,3,1,0,0,1,0,15.97378277
AL,2007,1,1995,2,1356,45.5,0,4,social,12,2.097938144,FF,42,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,15.97378277
AL,2007,1,1995,2,1356,45.5,0,4,social,12,2.097938144,FF,16,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-10.02621723
AL,2007,1,1995,2,1356,45.5,0,4,social,12,2.097938144,FF,17,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-9.026217228
AL,2007,1,1995,2,1356,45.5,0,2,investigative,12,2.097938144,FF,42,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,15.97378277
AL,2007,1,1995,2,1356,45.5,0,2,investigative,12,2.097938144,FF,16,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-10.02621723
AL,2007,1,1995,2,1356,45.5,0,2,investigative,12,2.097938144,FF,17,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-9.026217228
AL,2007,1,1995,2,1356,45.5,0,1,foraging,12,2.097938144,FF,42,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,15.97378277
AL,2007,1,1995,2,1356,45.5,0,1,foraging,12,2.097938144,FF,16,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-10.02621723
AL,2007,1,1995,2,1356,45.5,0,1,foraging,12,2.097938144,FF,17,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-9.026217228
AL,2007,1,1995,2,1356,45.5,0,3,self-directed,12,2.097938144,FF,42,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,15.97378277
AL,2007,1,1995,2,1356,45.5,0,3,self-directed,12,2.097938144,FF,16,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-10.02621723
AL,2007,1,1995,2,1356,45.5,0,3,self-directed,12,2.097938144,FF,17,high,-0.258688931,2.48490665,0.477223764,3,1,1,0,0,0,-9.026217228
AL,2008,1,1995,2,1756,48.3,0,2,investigative,13,3.097938144,RF,18,high,-0.023985236,2.564949357,0.557266472,8,2,1,0,0,0,-8.026217228
AL,2008,1,1995,2,1756,48.3,0,3,self-directed,13,3.097938144,RF,18,high,-0.023985236,2.564949357,0.557266472,8,2,1,0,0,0,-8.026217228
AL,2008,1,1995,2,1756,48.3,0,1,foraging,13,3.097938144,RF,18,high,-0.023985236,2.564949357,0.557266472,8,2,1,0,0,0,-8.026217228
AL,2008,1,1995,2,1756,48.3,0,4,social,13,3.097938144,RF,18,high,-0.023985236,2.564949357,0.557266472,8,2,1,0,0,0,-8.026217228
AL,2009,1,1995,2,1665,49.5,0,2,investigative,14,4.097938144,RF,20,high,0.076602062,2.63905733,0.631374444,8,3,1,0,0,0,-6.026217228
AL,2009,1,1995,2,1665,49.5,0,4,social,14,4.097938144,RF,20,high,0.076602062,2.63905733,0.631374444,8,3,1,0,0,0,-6.026217228
AL,2009,1,1995,2,1665,49.5,0,1,foraging,14,4.097938144,RF,20,high,0.076602062,2.63905733,0.631374444,8,3,1,0,0,0,-6.026217228
AL,2009,1,1995,2,1665,49.5,0,3,self-directed,14,4.097938144,RF,20,high,0.076602062,2.63905733,0.631374444,8,3,1,0,0,0,-6.026217228
AL,2010,1,1995,2,620,55.6,0,2,investigative,15,5.097938144,RF,22,high,0.587920826,2.708050201,0.700367316,8,4,1,0,0,0,-4.026217228
AL,2010,1,1995,2,620,55.6,0,4,social,15,5.097938144,RF,22,high,0.587920826,2.708050201,0.700367316,8,4,1,0,0,0,-4.026217228
AL,2010,1,1995,2,620,55.6,0,1,foraging,15,5.097938144,RF,22,high,0.587920826,2.708050201,0.700367316,8,4,1,0,0,0,-4.026217228
AL,2010,1,1995,2,620,55.6,0,3,self-directed,15,5.097938144,RF,22,high,0.587920826,2.708050201,0.700367316,8,4,1,0,0,0,-4.026217228
AL,2011,1,1995,2,613,54.5,0,3,self-directed,16,6.097938144,RF,25,high,0.495715803,2.772588722,0.764905837,8,5,1,0,0,0,-1.026217228
AL,2011,1,1995,2,613,54.5,0,2,investigative,16,6.097938144,RF,25,high,0.495715803,2.772588722,0.764905837,8,5,1,0,0,0,-1.026217228
AL,2011,1,1995,2,613,54.5,0,1,foraging,16,6.097938144,RF,25,high,0.495715803,2.772588722,0.764905837,8,5,1,0,0,0,-1.026217228
AL,2011,1,1995,2,613,54.5,0,4,social,16,6.097938144,RF,25,high,0.495715803,2.772588722,0.764905837,8,5,1,0,0,0,-1.026217228
AM,2007,0,1974,3,349,36.8,0,1,foraging,33,23.09793814,FF,42,mid,-0.987946839,3.496507561,1.488824676,3,1,0,1,0,0,15.97378277
AM,2007,0,1974,3,349,36.8,0,2,investigative,33,23.09793814,FF,42,mid,-0.987946839,3.496507561,1.488824676,3,1,0,1,0,0,15.97378277
AM,2007,0,1974,3,349,36.8,0,4,social,33,23.09793814,FF,42,mid,-0.987946839,3.496507561,1.488824676,3,1,0,1,0,0,15.97378277
AM,2007,0,1974,3,349,36.8,0,3,self-directed,33,23.09793814,FF,42,mid,-0.987946839,3.496507561,1.488824676,3,1,0,1,0,0,15.97378277
AM,2008,0,1974,3,343,28.8,0,3,self-directed,34,24.09793814,FF,23,mid,-1.658528825,3.526360525,1.518677639,3,2,0,1,0,0,-3.026217228
AM,2008,0,1974,3,343,28.8,0,2,investigative,34,24.09793814,FF,23,mid,-1.658528825,3.526360525,1.518677639,3,2,0,1,0,0,-3.026217228
AM,2008,0,1974,3,343,28.8,0,4,social,34,24.09793814,FF,23,mid,-1.658528825,3.526360525,1.518677639,3,2,0,1,0,0,-3.026217228
AM,2008,0,1974,3,343,28.8,0,1,foraging,34,24.09793814,FF,23,mid,-1.658528825,3.526360525,1.518677639,3,2,0,1,0,0,-3.026217228
AM,2009,0,1974,3,544,28.1,0,2,investigative,35,25.09793814,FF,22,mid,-1.717204748,3.555348061,1.547665176,3,3,0,1,0,0,-4.026217228
AM,2009,0,1974,3,544,28.1,0,4,social,35,25.09793814,FF,22,mid,-1.717204748,3.555348061,1.547665176,3,3,0,1,0,0,-4.026217228
AM,2009,0,1974,3,544,28.1,0,1,foraging,35,25.09793814,FF,22,mid,-1.717204748,3.555348061,1.547665176,3,3,0,1,0,0,-4.026217228
AM,2009,0,1974,3,544,28.1,0,3,self-directed,35,25.09793814,FF,22,mid,-1.717204748,3.555348061,1.547665176,3,3,0,1,0,0,-4.026217228
AM,2010,0,1974,3,229,21.7,0,1,foraging,36,26.09793814,FF,23,mid,-2.253670336,3.583518938,1.575836053,3,4,0,1,0,0,-3.026217228
AM,2010,0,1974,3,229,21.7,0,3,self-directed,36,26.09793814,FF,23,mid,-2.253670336,3.583518938,1.575836053,3,4,0,1,0,0,-3.026217228
AM,2010,0,1974,3,229,21.7,0,4,social,36,26.09793814,FF,23,mid,-2.253670336,3.583518938,1.575836053,3,4,0,1,0,0,-3.026217228
AM,2010,0,1974,3,229,21.7,0,2,investigative,36,26.09793814,FF,23,mid,-2.253670336,3.583518938,1.575836053,3,4,0,1,0,0,-3.026217228
AM,2011,0,1974,3,1084,22.1,0,3,self-directed,37,27.09793814,FF,24,mid,-2.220141237,3.610917913,1.603235027,3,5,0,1,0,0,-2.026217228
AM,2011,0,1974,3,1084,22.1,0,4,social,37,27.09793814,FF,24,mid,-2.220141237,3.610917913,1.603235027,3,5,0,1,0,0,-2.026217228
AM,2011,0,1974,3,1084,22.1,1,1,foraging,37,27.09793814,FF,24,mid,-2.220141237,3.610917913,1.603235027,3,5,0,1,0,1,-2.026217228
AM,2011,0,1974,3,1084,22.1,0,2,investigative,37,27.09793814,FF,24,mid,-2.220141237,3.610917913,1.603235027,3,5,0,1,0,0,-2.026217228
AN,2007,1,1997,4,489,38,0,1,foraging,10,0.097938144,MK,24,high,-0.887359542,2.302585093,0.294902208,6,1,1,0,0,0,-2.026217228
AN,2007,1,1997,4,489,38,0,2,investigative,10,0.097938144,MK,24,high,-0.887359542,2.302585093,0.294902208,6,1,1,0,0,0,-2.026217228
AN,2007,1,1997,4,489,38,0,4,social,10,0.097938144,MK,24,high,-0.887359542,2.302585093,0.294902208,6,1,1,0,0,0,-2.026217228
AN,2007,1,1997,4,489,38,0,3,self-directed,10,0.097938144,MK,24,high,-0.887359542,2.302585093,0.294902208,6,1,1,0,0,0,-2.026217228
AN,2008,1,1997,4,56,60.6,0,1,foraging,11,1.097938144,MK,17,high,1.007034566,2.397895273,0.390212387,6,2,1,0,0,0,-9.026217228
AN,2008,1,1997,4,56,60.6,0,3,self-directed,11,1.097938144,MK,17,high,1.007034566,2.397895273,0.390212387,6,2,1,0,0,0,-9.026217228
AN,2008,1,1997,4,56,60.6,0,2,investigative,11,1.097938144,MK,17,high,1.007034566,2.397895273,0.390212387,6,2,1,0,0,0,-9.026217228
AN,2008,1,1997,4,56,60.6,0,4,social,11,1.097938144,MK,17,high,1.007034566,2.397895273,0.390212387,6,2,1,0,0,0,-9.026217228
AO,2007,1,2001,5,1363,43.6,0,4,social,6,-3.902061856,FF,17,low,-0.417952152,1.791759469,-0.215923416,3,1,0,0,1,0,-9.026217228
AO,2007,1,2001,5,1363,43.6,0,4,social,6,-3.902061856,FF,42,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,15.97378277
AO,2007,1,2001,5,1363,43.6,0,4,social,6,-3.902061856,FF,16,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,-10.02621723
AO,2007,1,2001,5,1363,43.6,0,3,self-directed,6,-3.902061856,FF,17,low,-0.417952152,1.791759469,-0.215923416,3,1,0,0,1,0,-9.026217228
AO,2007,1,2001,5,1363,43.6,0,3,self-directed,6,-3.902061856,FF,42,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,15.97378277
AO,2007,1,2001,5,1363,43.6,0,3,self-directed,6,-3.902061856,FF,16,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,-10.02621723
AO,2007,1,2001,5,1363,43.6,0,2,investigative,6,-3.902061856,FF,17,low,-0.417952152,1.791759469,-0.215923416,3,1,0,0,1,0,-9.026217228
AO,2007,1,2001,5,1363,43.6,0,2,investigative,6,-3.902061856,FF,42,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,15.97378277
AO,2007,1,2001,5,1363,43.6,0,2,investigative,6,-3.902061856,FF,16,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,-10.02621723
AO,2007,1,2001,5,1363,43.6,0,1,foraging,6,-3.902061856,FF,17,low,-0.417952152,1.791759469,-0.215923416,3,1,0,0,1,0,-9.026217228
AO,2007,1,2001,5,1363,43.6,0,1,foraging,6,-3.902061856,FF,42,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,15.97378277
AO,2007,1,2001,5,1363,43.6,0,1,foraging,6,-3.902061856,FF,16,mid,-0.417952152,1.791759469,-0.215923416,3,1,0,1,0,0,-10.02621723
AO,2008,1,2001,5,1720,33.8,0,2,investigative,7,-2.902061856,RF,18,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-8.026217228
AO,2008,1,2001,5,1720,33.8,0,2,investigative,7,-2.902061856,RF,23,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-3.026217228
AO,2008,1,2001,5,1720,33.8,0,4,social,7,-2.902061856,RF,18,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-8.026217228
AO,2008,1,2001,5,1720,33.8,0,4,social,7,-2.902061856,RF,23,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-3.026217228
AO,2008,1,2001,5,1720,33.8,0,1,foraging,7,-2.902061856,RF,18,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-8.026217228
AO,2008,1,2001,5,1720,33.8,0,1,foraging,7,-2.902061856,RF,23,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-3.026217228
AO,2008,1,2001,5,1720,33.8,0,3,self-directed,7,-2.902061856,RF,18,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-8.026217228
AO,2008,1,2001,5,1720,33.8,0,3,self-directed,7,-2.902061856,RF,23,high,-1.239415084,1.945910149,-0.061772736,8,2,1,0,0,0,-3.026217228
AO,2009,1,2001,5,1628,38.1,0,2,investigative,8,-1.902061856,RF,20,high,-0.878977267,2.079441542,0.071758656,8,3,1,0,0,0,-6.026217228
AO,2009,1,2001,5,1628,38.1,0,1,foraging,8,-1.902061856,RF,20,high,-0.878977267,2.079441542,0.071758656,8,3,1,0,0,0,-6.026217228
AO,2009,1,2001,5,1628,38.1,1,4,social,8,-1.902061856,RF,20,high,-0.878977267,2.079441542,0.071758656,8,3,1,0,0,1,-6.026217228
AO,2009,1,2001,5,1628,38.1,0,3,self-directed,8,-1.902061856,RF,20,high,-0.878977267,2.079441542,0.071758656,8,3,1,0,0,0,-6.026217228
AO,2010,1,2001,5,645,26.4,0,3,self-directed,9,-0.902061856,RF,9,mid,-1.85970342,2.197224577,0.189541692,8,4,0,1,0,0,-17.02621723
AO,2010,1,2001,5,645,26.4,0,3,self-directed,9,-0.902061856,RF,22,high,-1.85970342,2.197224577,0.189541692,8,4,1,0,0,0,-4.026217228
AO,2010,1,2001,5,645,26.4,0,4,social,9,-0.902061856,RF,9,mid,-1.85970342,2.197224577,0.189541692,8,4,0,1,0,0,-17.02621723
AO,2010,1,2001,5,645,26.4,0,4,social,9,-0.902061856,RF,22,high,-1.85970342,2.197224577,0.189541692,8,4,1,0,0,0,-4.026217228
AO,2010,1,2001,5,645,26.4,0,2,investigative,9,-0.902061856,RF,9,mid,-1.85970342,2.197224577,0.189541692,8,4,0,1,0,0,-17.02621723
AO,2010,1,2001,5,645,26.4,0,2,investigative,9,-0.902061856,RF,22,high,-1.85970342,2.197224577,0.189541692,8,4,1,0,0,0,-4.026217228
AO,2010,1,2001,5,645,26.4,0,1,foraging,9,-0.902061856,RF,9,mid,-1.85970342,2.197224577,0.189541692,8,4,0,1,0,0,-17.02621723
AO,2010,1,2001,5,645,26.4,0,1,foraging,9,-0.902061856,RF,22,high,-1.85970342,2.197224577,0.189541692,8,4,1,0,0,0,-4.026217228
AO,2011,1,2001,5,419,26,0,2,investigative,10,0.097938144,RF,25,high,-1.893232519,2.302585093,0.294902208,8,5,1,0,0,0,-1.026217228
AO,2011,1,2001,5,419,26,0,2,investigative,10,0.097938144,RF,30,low,-1.893232519,2.302585093,0.294902208,8,5,0,0,1,0,3.973782772
AO,2011,1,2001,5,419,26,0,2,investigative,10,0.097938144,RF,13,mid,-1.893232519,2.302585093,0.294902208,8,5,0,1,0,0,-13.02621723
AO,2011,1,2001,5,419,26,0,1,foraging,10,0.097938144,RF,25,high,-1.893232519,2.302585093,0.294902208,8,5,1,0,0,0,-1.026217228
AO,2011,1,2001,5,419,26,0,1,foraging,10,0.097938144,RF,30,low,-1.893232519,2.302585093,0.294902208,8,5,0,0,1,0,3.973782772
AO,2011,1,2001,5,419,26,0,1,foraging,10,0.097938144,RF,13,mid,-1.893232519,2.302585093,0.294902208,8,5,0,1,0,0,-13.02621723
AO,2011,1,2001,5,419,26,0,3,self-directed,10,0.097938144,RF,25,high,-1.893232519,2.302585093,0.294902208,8,5,1,0,0,0,-1.026217228
AO,2011,1,2001,5,419,26,0,3,self-directed,10,0.097938144,RF,30,low,-1.893232519,2.302585093,0.294902208,8,5,0,0,1,0,3.973782772
AO,2011,1,2001,5,419,26,0,3,self-directed,10,0.097938144,RF,13,mid,-1.893232519,2.302585093,0.294902208,8,5,0,1,0,0,-13.02621723
AO,2011,1,2001,5,419,26,0,4,social,10,0.097938144,RF,25,high,-1.893232519,2.302585093,0.294902208,8,5,1,0,0,0,-1.026217228
AO,2011,1,2001,5,419,26,0,4,social,10,0.097938144,RF,30,low,-1.893232519,2.302585093,0.294902208,8,5,0,0,1,0,3.973782772
AO,2011,1,2001,5,419,26,0,4,social,10,0.097938144,RF,13,mid,-1.893232519,2.302585093,0.294902208,8,5,0,1,0,0,-13.02621723
AS,2010,0,2008,6,319,40.7,0,4,social,2,-7.902061856,SP,35,low,-0.661038122,0.693147181,-1.314535705,10,4,0,0,1,0,8.973782772
AS,2010,0,2008,6,319,40.7,0,1,foraging,2,-7.902061856,SP,35,low,-0.661038122,0.693147181,-1.314535705,10,4,0,0,1,0,8.973782772
AS,2010,0,2008,6,319,40.7,0,3,self-directed,2,-7.902061856,SP,35,low,-0.661038122,0.693147181,-1.314535705,10,4,0,0,1,0,8.973782772
AS,2010,0,2008,6,319,40.7,0,2,investigative,2,-7.902061856,SP,35,low,-0.661038122,0.693147181,-1.314535705,10,4,0,0,1,0,8.973782772
AS,2011,0,2008,6,65,43.1,1,2,investigative,3,-6.902061856,SP,31,low,-0.459863526,1.098612289,-0.909070597,10,5,0,0,1,1,4.973782772
AS,2011,0,2008,6,65,43.1,0,4,social,3,-6.902061856,SP,31,low,-0.459863526,1.098612289,-0.909070597,10,5,0,0,1,0,4.973782772
AS,2011,0,2008,6,65,43.1,0,1,foraging,3,-6.902061856,SP,31,low,-0.459863526,1.098612289,-0.909070597,10,5,0,0,1,0,4.973782772
AS,2011,0,2008,6,65,43.1,0,3,self-directed,3,-6.902061856,SP,31,low,-0.459863526,1.098612289,-0.909070597,10,5,0,0,1,0,4.973782772
AY,2011,0,2009,7,42,71.4,0,3,self-directed,2,-7.902061856,SP,31,low,1.912320246,0.693147181,-1.314535705,10,5,0,0,1,0,4.973782772
AY,2011,0,2009,7,42,71.4,0,1,foraging,2,-7.902061856,SP,31,low,1.912320246,0.693147181,-1.314535705,10,5,0,0,1,0,4.973782772
AY,2011,0,2009,7,42,71.4,0,4,social,2,-7.902061856,SP,31,low,1.912320246,0.693147181,-1.314535705,10,5,0,0,1,0,4.973782772
AY,2011,0,2009,7,42,71.4,0,2,investigative,2,-7.902061856,SP,31,low,1.912320246,0.693147181,-1.314535705,10,5,0,0,1,0,4.973782772
AZ,2007,1,2005,8,340,68,0,1,foraging,2,-7.902061856,FF,16,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,-10.02621723
AZ,2007,1,2005,8,340,68,0,1,foraging,2,-7.902061856,FF,42,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,15.97378277
AZ,2007,1,2005,8,340,68,0,3,self-directed,2,-7.902061856,FF,16,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,-10.02621723
AZ,2007,1,2005,8,340,68,0,3,self-directed,2,-7.902061856,FF,42,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,15.97378277
AZ,2007,1,2005,8,340,68,0,2,investigative,2,-7.902061856,FF,16,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,-10.02621723
AZ,2007,1,2005,8,340,68,0,2,investigative,2,-7.902061856,FF,42,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,15.97378277
AZ,2007,1,2005,8,340,68,0,4,social,2,-7.902061856,FF,16,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,-10.02621723
AZ,2007,1,2005,8,340,68,0,4,social,2,-7.902061856,FF,42,low,1.627322903,0.693147181,-1.314535705,3,1,0,0,1,0,15.97378277
BA,2008,1,1996,9,27,40,0,2,investigative,12,2.097938144,SP,21,high,-0.719714045,2.48490665,0.477223764,10,2,1,0,0,0,-5.026217228
BA,2008,1,1996,9,27,40,0,4,social,12,2.097938144,SP,21,high,-0.719714045,2.48490665,0.477223764,10,2,1,0,0,0,-5.026217228
BA,2008,1,1996,9,27,40,0,1,foraging,12,2.097938144,SP,21,high,-0.719714045,2.48490665,0.477223764,10,2,1,0,0,0,-5.026217228
BA,2008,1,1996,9,27,40,0,3,self-directed,12,2.097938144,SP,21,high,-0.719714045,2.48490665,0.477223764,10,2,1,0,0,0,-5.026217228
BB,2007,1,1995,10,1068,54.4,0,2,investigative,12,2.097938144,RR,33,high,0.487333528,2.48490665,0.477223764,9,1,1,0,0,0,6.973782772
BB,2007,1,1995,10,1068,54.4,0,3,self-directed,12,2.097938144,RR,33,high,0.487333528,2.48490665,0.477223764,9,1,1,0,0,0,6.973782772
BB,2007,1,1995,10,1068,54.4,0,1,foraging,12,2.097938144,RR,33,high,0.487333528,2.48490665,0.477223764,9,1,1,0,0,0,6.973782772
BB,2007,1,1995,10,1068,54.4,0,4,social,12,2.097938144,RR,33,high,0.487333528,2.48490665,0.477223764,9,1,1,0,0,0,6.973782772
BD,2007,1,1999,11,923,55.5,0,4,social,8,-1.902061856,RR,33,high,0.579538551,2.079441542,0.071758656,9,1,1,0,0,0,6.973782772
BD,2007,1,1999,11,923,55.5,0,1,foraging,8,-1.902061856,RR,33,high,0.579538551,2.079441542,0.071758656,9,1,1,0,0,0,6.973782772
BD,2007,1,1999,11,923,55.5,0,2,investigative,8,-1.902061856,RR,33,high,0.579538551,2.079441542,0.071758656,9,1,1,0,0,0,6.973782772
BD,2007,1,1999,11,923,55.5,0,3,self-directed,8,-1.902061856,RR,33,high,0.579538551,2.079441542,0.071758656,9,1,1,0,0,0,6.973782772
BE,2008,1,1992,12,147,11.6,0,3,self-directed,16,6.097938144,RR,34,mid,-3.100280093,2.772588722,0.764905837,9,2,0,1,0,0,7.973782772
BE,2008,1,1992,12,147,11.6,0,4,social,16,6.097938144,RR,34,mid,-3.100280093,2.772588722,0.764905837,9,2,0,1,0,0,7.973782772
BE,2008,1,1992,12,147,11.6,0,2,investigative,16,6.097938144,RR,34,mid,-3.100280093,2.772588722,0.764905837,9,2,0,1,0,0,7.973782772
BE,2008,1,1992,12,147,11.6,0,1,foraging,16,6.097938144,RR,34,mid,-3.100280093,2.772588722,0.764905837,9,2,0,1,0,0,7.973782772
BE,2009,1,1992,12,642,28.4,0,1,foraging,17,7.097938144,RR,34,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,0,7.973782772
BE,2009,1,1992,12,642,28.4,0,1,foraging,17,7.097938144,RR,30,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,0,3.973782772
BE,2009,1,1992,12,642,28.4,0,2,investigative,17,7.097938144,RR,34,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,0,7.973782772
BE,2009,1,1992,12,642,28.4,0,2,investigative,17,7.097938144,RR,30,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,0,3.973782772
BE,2009,1,1992,12,642,28.4,0,3,self-directed,17,7.097938144,RR,34,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,0,7.973782772
BE,2009,1,1992,12,642,28.4,0,3,self-directed,17,7.097938144,RR,30,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,0,3.973782772
BE,2009,1,1992,12,642,28.4,3,4,social,17,7.097938144,RR,34,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,1,7.973782772
BE,2009,1,1992,12,642,28.4,3,4,social,17,7.097938144,RR,30,mid,-1.692057924,2.833213344,0.825530459,9,3,0,1,0,1,3.973782772
BE,2010,1,1992,12,1070,31.6,0,4,social,18,8.097938144,RR,37,mid,-1.42382513,2.890371758,0.882688872,9,4,0,1,0,0,10.97378277
BE,2010,1,1992,12,1070,31.6,0,2,investigative,18,8.097938144,RR,37,mid,-1.42382513,2.890371758,0.882688872,9,4,0,1,0,0,10.97378277
BE,2010,1,1992,12,1070,31.6,0,1,foraging,18,8.097938144,RR,37,mid,-1.42382513,2.890371758,0.882688872,9,4,0,1,0,0,10.97378277
BE,2010,1,1992,12,1070,31.6,0,3,self-directed,18,8.097938144,RR,37,mid,-1.42382513,2.890371758,0.882688872,9,4,0,1,0,0,10.97378277
BE,2011,1,1992,12,646,36.7,0,1,foraging,19,9.097938144,RR,29,high,-0.996329114,2.944438979,0.936756094,9,5,1,0,0,0,2.973782772
BE,2011,1,1992,12,646,36.7,0,2,investigative,19,9.097938144,RR,29,high,-0.996329114,2.944438979,0.936756094,9,5,1,0,0,0,2.973782772
BE,2011,1,1992,12,646,36.7,0,3,self-directed,19,9.097938144,RR,29,high,-0.996329114,2.944438979,0.936756094,9,5,1,0,0,0,2.973782772
BE,2011,1,1992,12,646,36.7,2,4,social,19,9.097938144,RR,29,high,-0.996329114,2.944438979,0.936756094,9,5,1,0,0,1,2.973782772
BH,2007,0,2005,13,420,42.5,0,2,investigative,2,-7.902061856,FL,20,low,-0.510157175,0.693147181,-1.314535705,4,1,0,0,1,0,-6.026217228
BH,2007,0,2005,13,420,42.5,0,4,social,2,-7.902061856,FL,20,low,-0.510157175,0.693147181,-1.314535705,4,1,0,0,1,0,-6.026217228
BH,2007,0,2005,13,420,42.5,0,1,foraging,2,-7.902061856,FL,20,low,-0.510157175,0.693147181,-1.314535705,4,1,0,0,1,0,-6.026217228
BH,2007,0,2005,13,420,42.5,0,3,self-directed,2,-7.902061856,FL,20,low,-0.510157175,0.693147181,-1.314535705,4,1,0,0,1,0,-6.026217228
BH,2008,0,2005,13,253,35.6,0,4,social,3,-6.902061856,FL,19,low,-1.088534137,1.098612289,-0.909070597,4,2,0,0,1,0,-7.026217228
BH,2008,0,2005,13,253,35.6,0,1,foraging,3,-6.902061856,FL,19,low,-1.088534137,1.098612289,-0.909070597,4,2,0,0,1,0,-7.026217228
BH,2008,0,2005,13,253,35.6,0,2,investigative,3,-6.902061856,FL,19,low,-1.088534137,1.098612289,-0.909070597,4,2,0,0,1,0,-7.026217228
BH,2008,0,2005,13,253,35.6,0,3,self-directed,3,-6.902061856,FL,19,low,-1.088534137,1.098612289,-0.909070597,4,2,0,0,1,0,-7.026217228
BI,2009,1,2007,14,498,67.5,0,3,self-directed,2,-7.902061856,AA,30,low,1.585411529,0.693147181,-1.314535705,1,3,0,0,1,0,3.973782772
BI,2009,1,2007,14,498,67.5,0,1,foraging,2,-7.902061856,AA,30,low,1.585411529,0.693147181,-1.314535705,1,3,0,0,1,0,3.973782772
BI,2009,1,2007,14,498,67.5,1,2,investigative,2,-7.902061856,AA,30,low,1.585411529,0.693147181,-1.314535705,1,3,0,0,1,1,3.973782772
BI,2009,1,2007,14,498,67.5,0,4,social,2,-7.902061856,AA,30,low,1.585411529,0.693147181,-1.314535705,1,3,0,0,1,0,3.973782772
BI,2010,1,2007,14,158,55.3,0,1,foraging,3,-6.902061856,AA,31,mid,0.562774001,1.098612289,-0.909070597,1,4,0,1,0,0,4.973782772
BI,2010,1,2007,14,158,55.3,0,3,self-directed,3,-6.902061856,AA,31,mid,0.562774001,1.098612289,-0.909070597,1,4,0,1,0,0,4.973782772
BI,2010,1,2007,14,158,55.3,0,4,social,3,-6.902061856,AA,31,mid,0.562774001,1.098612289,-0.909070597,1,4,0,1,0,0,4.973782772
BI,2010,1,2007,14,158,55.3,0,2,investigative,3,-6.902061856,AA,31,mid,0.562774001,1.098612289,-0.909070597,1,4,0,1,0,0,4.973782772
BI,2011,1,2007,14,174,58.1,0,4,social,4,-5.902061856,AA,33,mid,0.797477696,1.386294361,-0.621388524,1,5,0,1,0,0,6.973782772
